,gene_1,gene_2,6,9,12,16,20,24
87,hex,tbr,6.160877513711151,6.624605678233439,6.016008262328942,1.8783542039356,1.4262205156335712,0.1212856276531231
88,hnf6,tbr,10.73126142595978,1.7665615141955835,0.9553317841466564,0.4472271914132379,0.4388370817334065,0.2425712553062462
89,soxC,tbr,3.729433272394881,2.229232386961093,0.6454944487477408,0.35778175313059035,0.2194185408667033,0.0
90,tbr,tel,3.5648994515539303,6.182965299684542,1.136070229796024,0.9838998211091234,0.603400987383434,0.0
91,alx1,tgif,0.31078610603290674,3.4069400630914832,2.6852569067906016,1.162790697674419,0.4936917169500823,0.06064281382656155
92,pmar1,tgif,0.7312614259597806,0.2523659305993691,0.28401755744900603,0.0,0.2194185408667033,0.0
93,dri,tgif,0.6215722120658135,3.995793901156677,2.0655822359927702,1.699463327370304,4.278661546900713,4.6088538508186785
94,ets1,tgif,2.9067641681901284,4.079915878023133,5.241414923831655,6.171735241502684,3.4558420186505763,0.8489993935718617
95,erg,tgif,0.0,0.0,0.0,0.0,0.0,0.0
96,foxB,tgif,0.09140767824497258,0.06309148264984228,3.7438678027368963,0.9838998211091234,0.4936917169500823,0.2425712553062462
97,foxN2,tgif,1.2248628884826327,4.374342797055731,15.930802995094245,11.627906976744184,12.013165112452002,4.002425712553063
98,foxO,tgif,1.0054844606946984,1.1146161934805467,2.659437128840692,2.146690518783542,2.578167855183763,0.3638568829593693
99,hesC,tgif,4.2778793418647165,0.7570977917981072,15.259488768396592,11.627906976744184,4.223806911684036,1.0915706488781078
100,hex,tgif,1.3711151736745886,4.058885383806518,4.673379808933643,2.5044722719141324,2.9621503017004938,1.758641600970285
101,hnf6,tgif,4.661791590493602,0.6098843322818086,1.7815646785437649,1.162790697674419,1.9747668678003287,1.8192844147968468
102,soxC,tgif,0.8592321755027422,0.8201892744479496,1.9106635682933129,1.4311270125223614,1.4810751508502469,0.3638568829593693
103,tel,tgif,0.603290676416819,1.85068349106204,1.0069713400464757,0.8050089445438283,1.3713658804168951,0.8489993935718617
104,tbr,tgif,3.345521023765996,4.879074658254469,7.306997159824426,5.2772808586762086,2.7427317608337902,0.4244996967859309
105,alx1,delta,1.8647166361974403,3.9116719242902214,0.6454944487477408,0.0,0.2194185408667033,0.0
106,delta,pmar1,3.436928702010969,0.8412197686645636,0.12909888974954814,0.0,0.0,0.0
107,delta,dri,4.058500914076783,4.563617245005258,0.9036922282468371,0.4472271914132379,2.249040043883708,3.9417828987265007
108,delta,ets1,6.416819012797077,8.706624605678233,3.0467337980893365,2.5044722719141324,1.4262205156335712,0.3638568829593693
109,delta,erg,0.0,0.0,0.0,0.0,0.0,0.0
110,delta,foxB,0.1279707495429616,0.06309148264984228,0.5680351148980121,0.0,0.05485463521667582,0.0
111,delta,foxN2,5.1919561243144425,15.099894847528914,7.126258714175059,1.7889087656529516,1.5359297860669223,1.758641600970285
112,delta,foxO,1.0420475319926874,1.9768664563617244,1.4200877872450297,0.08944543828264759,0.603400987383434,0.3638568829593693
113,delta,hesC,3.473491773308958,2.691903259726604,4.441001807384456,1.6100178890876566,0.8776741634668129,0.6064281382656156
114,delta,hex,4.186471663619743,5.804416403785488,3.5631293570875293,1.9677996422182469,1.8102029621503013,0.6670709520921769
115,delta,hnf6,2.9250457038391224,1.829652996845426,1.0844306738962044,0.26833631484794274,0.8776741634668129,1.2734990903577923
116,delta,soxC,2.6325411334552102,2.1030494216614093,0.6454944487477408,0.5366726296958855,0.603400987383434,0.6064281382656156
117,delta,tel,2.6873857404021937,5.678233438485805,1.136070229796024,0.7155635062611807,0.7679648930334613,0.3638568829593693
118,delta,tbr,8.062157221206581,15.247108307045215,6.429124709527497,2.415026833631485,1.0970927043335161,0.2425712553062462
119,delta,tgif,0.8592321755027422,4.16403785488959,3.3049315775884325,2.772808586762076,1.9747668678003287,1.0309278350515465
120,alx1,fgf,1.4990859232175504,4.500525762355415,3.150012909888975,1.162790697674419,0.4936917169500823,0.06064281382656155
121,fgf,pmar1,2.5959780621572213,0.9463722397476341,0.3356571133488252,0.0,0.05485463521667582,0.0
122,dri,fgf,3.1444241316270567,5.3627760252365935,5.370513813581203,7.5134168157423975,11.13549094898519,7.822922983626442
123,ets1,fgf,4.497257769652651,7.360672975814933,5.163955589981925,1.2522361359570662,1.5907844212835986,0.8489993935718617
124,erg,fgf,0.0,0.0,0.0,0.0,0.0,0.0
125,fgf,foxB,0.05484460694698354,0.08412197686645635,4.5184611412341855,1.073345259391771,0.3839824465167305,0.18192844147968465
126,fgf,foxN2,3.7111517367458866,5.615141955835962,5.680351148980119,1.8783542039356,3.017004936917169,2.607640994542147
127,fgf,foxO,0.6581352833638026,3.8065194532071502,4.156984249935452,2.5044722719141324,2.084476138233681,0.3032140691328078
128,fgf,hesC,2.1572212065813527,7.9284963196635125,22.902143041569843,11.001788908765652,3.5655512890839285,1.2128562765312312
129,fgf,hex,3.1809872029250466,5.404837013669821,4.621740253033824,0.7155635062611807,0.8776741634668129,2.546998180715585
130,fgf,hnf6,2.0658135283363803,8.769716088328074,13.426284533953009,8.586762075134168,8.557323093801426,1.758641600970285
131,fgf,soxC,1.7550274223034734,1.934805467928496,1.5491866769945783,0.8050089445438283,0.6582556226001097,0.3032140691328078
132,fgf,tel,2.010968921389397,2.818086225026288,1.2651691195455719,1.4311270125223614,0.6582556226001097,0.2425712553062462
133,fgf,tbr,5.703839122486287,6.161934805467928,4.776658920733282,2.6833631484794283,1.7004936917169502,0.2425712553062462
134,fgf,tgif,0.5484460694698354,4.079915878023133,5.886909372579397,2.3255813953488373,2.633022490400439,3.09278350515464
135,delta,fgf,5.447897623400365,5.4468980021030475,1.962303124193132,0.26833631484794274,0.6582556226001097,1.1522134627046696
136,alx1,vegfr,0.05484460694698354,3.659305993690852,2.8918151303898787,1.4311270125223614,0.8776741634668129,0.06064281382656155
137,pmar1,vegfr,0.05484460694698354,0.4206098843322818,0.1549186676994578,0.0,0.05485463521667582,0.0
138,dri,vegfr,0.1279707495429616,4.395373291272345,1.988122902143041,1.6100178890876566,1.2616566099835436,0.6064281382656156
139,ets1,vegfr,0.14625228519195613,5.3627760252365935,3.4082106893880715,2.9516994633273703,3.017004936917169,0.2425712553062462
140,erg,vegfr,0.0,0.0,0.0,0.0,0.0,0.0
141,foxB,vegfr,0.0,0.06309148264984228,3.9504260263361735,1.3416815742397137,0.603400987383434,0.06064281382656155
142,foxN2,vegfr,0.14625228519195613,5.678233438485805,5.344694035631294,3.309481216457961,2.7975863960504657,0.2425712553062462
143,foxO,vegfr,0.03656307129798903,1.2828601472134595,1.2909888974954815,0.8050089445438283,1.7004936917169502,0.1212856276531231
144,hesC,vegfr,0.21937842778793412,1.7875920084121977,4.802478698683191,2.8622540250447237,0.7679648930334613,0.0
145,hex,vegfr,0.10968921389396707,4.5846477392218725,4.156984249935452,1.2522361359570662,1.8650575973669776,0.8489993935718617
146,hnf6,vegfr,0.14625228519195613,1.4931650893796005,0.9036922282468371,0.26833631484794274,0.3291278113000549,0.1212856276531231
147,soxC,vegfr,0.07312614259597806,1.2828601472134595,0.6454944487477408,0.8050089445438283,0.3839824465167305,0.0
148,tel,vegfr,0.07312614259597806,2.1451104100946368,0.4905757810482829,0.7155635062611807,0.603400987383434,0.06064281382656155
149,tbr,vegfr,0.25594149908592323,5.909568874868559,5.370513813581203,4.651162790697675,3.2912781130005486,0.3638568829593693
150,tgif,vegfr,0.03656307129798903,3.4069400630914832,6.842241156726053,5.18783542039356,2.9621503017004938,0.6670709520921769
151,delta,vegfr,0.16453382084095064,4.879074658254469,1.4975471210947586,1.162790697674419,0.9873834339001646,0.1212856276531231
152,fgf,vegfr,0.16453382084095064,5.110410094637223,4.90575781048283,2.6833631484794283,2.523313219967087,0.7277137659187386
153,alx1,wnt1,1.9561243144424127,3.2597266035751837,0.3614768912987349,0.17889087656529518,0.0,0.06064281382656155
154,pmar1,wnt1,3.784277879341865,1.0725552050473186,0.2323780015491867,0.0,0.0,0.0
155,dri,wnt1,4.095063985374772,3.7854889589905363,0.9553317841466564,0.9838998211091234,2.4684585847504112,3.0321406913280766
156,ets1,wnt1,7.4040219378427805,10.052576235541537,1.962303124193132,0.5366726296958855,0.3291278113000549,0.2425712553062462
157,erg,wnt1,0.0,0.0,0.0,0.0,0.0,0.0
158,foxB,wnt1,0.14625228519195613,0.042060988433228176,0.6196746707978312,0.35778175313059035,0.0,0.4244996967859309
159,foxN2,wnt1,6.087751371115173,19.72660357518402,11.386522075910149,2.59391771019678,1.8102029621503013,0.9096422073984234
160,foxO,wnt1,1.3345521023765996,2.5026288117770767,1.8073844564936743,0.6261180679785331,0.6582556226001097,0.06064281382656155
161,hesC,wnt1,4.899451553930531,6.182965299684542,13.064807642654273,3.667262969588552,1.1519473395501922,0.3638568829593693
162,hex,wnt1,4.387568555758683,4.963196635120926,1.2135295636457526,0.08944543828264759,0.10970927043335164,0.3638568829593693
163,hnf6,wnt1,3.4917733089579523,2.5026288117770767,1.6266460108443066,0.4472271914132379,1.3713658804168951,1.5767131594906003
164,soxC,wnt1,2.9616087751371114,3.3648790746582544,1.5233668990446685,0.26833631484794274,0.4388370817334065,0.1212856276531231
165,tel,wnt1,2.8519195612431445,5.888538380651945,0.7229537825974697,0.17889087656529518,0.3839824465167305,0.2425712553062462
166,tbr,wnt1,10.054844606946984,15.247108307045215,1.4200877872450297,0.5366726296958855,0.2194185408667033,0.06064281382656155
167,tgif,wnt1,1.1700182815356492,3.5751840168243962,6.609863155176865,1.6100178890876566,1.6456390565002743,0.7883565797453002
168,delta,wnt1,8.171846435100548,14.006309148264986,1.2135295636457526,0.08944543828264759,0.2194185408667033,0.3638568829593693
169,fgf,wnt1,5.3747714808043865,4.710830704521556,2.4270591272915047,0.26833631484794274,0.5485463521667581,0.6670709520921769
170,vegfr,wnt1,0.18281535648994515,4.9211356466876985,1.1618900077459329,0.35778175313059035,0.3291278113000549,0.18192844147968465
171,alx1,wnt8,2.303473491773309,1.5772870662460567,0.9036922282468371,0.08944543828264759,0.10970927043335164,0.0
172,pmar1,wnt8,5.8318098720292495,3.301787592008412,0.3614768912987349,0.08944543828264759,0.10970927043335164,0.0
173,dri,wnt8,5.429616087751371,1.6824395373291272,4.053705138135812,4.651162790697675,14.262205156335714,9.217707701637355
174,ets1,wnt8,15.009140767824498,11.735015772870662,4.027885360185904,0.6261180679785331,0.8776741634668129,0.4851425106124924
175,erg,wnt8,0.0,0.0,0.0,0.0,0.0,0.0
176,foxB,wnt8,0.3473491773308958,0.042060988433228176,1.2135295636457526,0.0,0.10970927043335164,0.3638568829593693
177,foxN2,wnt8,9.798903107861062,19.28496319663512,13.684482313452106,3.577817531305904,3.3461327482172245,1.6979987871437234
178,foxO,wnt8,3.2358318098720287,4.879074658254469,4.053705138135812,1.520572450805009,2.084476138233681,0.4244996967859309
179,hesC,wnt8,16.855575868372945,16.382754994742378,32.86857733023496,10.286225402504472,4.991771804717499,1.394784718010916
180,hex,wnt8,7.0018281535649,2.9863301787592014,1.9106635682933129,0.26833631484794274,0.603400987383434,0.6670709520921769
181,hnf6,wnt8,12.120658135283366,12.2397476340694,10.35373095791376,4.919499105545618,8.776741634668129,2.850212249848393
182,soxC,wnt8,4.753199268738574,5.299684542586751,2.5819777949909626,0.8050089445438283,1.0970927043335161,0.3638568829593693
183,tel,wnt8,4.16819012797075,5.846477392218717,1.4459075651949391,0.5366726296958855,0.9873834339001646,0.3638568829593693
184,tbr,wnt8,18.592321755027424,11.62986330178759,2.4270591272915047,0.35778175313059035,0.7131102578167855,0.18192844147968465
185,tgif,wnt8,4.241316270566728,2.060988433228181,8.675445391169635,3.1305903398926653,3.3461327482172245,1.2734990903577923
186,delta,wnt8,10.219378427787934,10.536277602523661,2.297960237541957,0.08944543828264759,1.3713658804168951,1.0915706488781078
187,fgf,wnt8,6.106032906764168,7.339642481598317,14.433255873999483,6.350626118067979,6.253428414701044,1.8192844147968468
188,vegfr,wnt8,0.31078610603290674,3.953732912723449,2.1430415698424987,0.17889087656529518,0.6582556226001097,0.1212856276531231
189,wnt1,wnt8,13.217550274223035,18.990536277602523,12.238574748257165,3.488372093023256,3.1267142073505214,0.9702850212249848
